split,task,regime,seed,stress,single_load,interaction_load,temporal_load,safety_load,false_alarm_load,language_load,drift_load
paired_sensor_shift,insertion_alignment_contact,proprioceptive_bias,5,0.58000,0.65473,0.40274,0.12461,0.34585,0.14969,0.00777,0.57260
paired_sensor_shift,insertion_alignment_contact,proprioceptive_bias,6,0.58000,0.65473,0.40274,0.12461,0.34585,0.14969,0.00777,0.57260
paired_sensor_shift,insertion_alignment_contact,proprioceptive_bias,7,0.58000,0.65473,0.40274,0.12461,0.34585,0.14969,0.00777,0.57260
paired_sensor_shift,insertion_alignment_contact,proprioceptive_bias,8,0.58000,0.65473,0.40274,0.12461,0.34585,0.14969,0.00777,0.57260
paired_sensor_shift,insertion_alignment_contact,proprioceptive_bias,9,0.58000,0.65473,0.40274,0.12461,0.34585,0.14969,0.00777,0.57260
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,0,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,1,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,2,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,3,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,4,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,5,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,6,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,7,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,8,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,force_torque_drift,9,0.58000,0.70642,0.60411,0.15393,0.51186,0.20412,0.00777,0.62168
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,0,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,1,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,2,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,3,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,4,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,5,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,6,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,7,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,8,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,depth_scale_holes,9,0.58000,0.68919,0.49224,0.09529,0.34585,0.21773,0.01165,0.47444
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,0,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,1,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,2,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,3,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,4,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,5,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,6,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,7,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,8,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,language_grounding_noise,9,0.58000,0.53412,0.40274,0.08063,0.19368,0.29938,0.08739,0.22904
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,0,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,1,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,2,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,3,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,4,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,5,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,6,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,7,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,8,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,temporal_desynchronization,9,0.58000,0.62027,0.67123,0.32985,0.35969,0.25855,0.01942,0.40900
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,0,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,1,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,2,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,3,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,4,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,5,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,6,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,7,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,8,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,insertion_alignment_contact,compositional_multi_sensor,9,0.58000,0.75811,1.00000,0.23456,0.52570,0.34020,0.03302,0.50716
paired_sensor_shift,deformable_sorting,vision_dropout,0,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,1,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,2,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,3,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,4,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,5,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,6,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,7,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,8,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,vision_dropout,9,0.58000,0.76504,0.27725,0.06541,0.21106,0.13608,0.02104,0.24540
paired_sensor_shift,deformable_sorting,tactile_deadzone,0,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,1,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,2,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,3,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,4,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,5,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,6,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,7,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,8,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,tactile_deadzone,9,0.58000,0.69387,0.48518,0.12264,0.38487,0.16330,0.01683,0.29448
paired_sensor_shift,deformable_sorting,proprioceptive_bias,0,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,1,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,2,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,3,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,4,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,5,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,6,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,7,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,8,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,proprioceptive_bias,9,0.58000,0.67608,0.41587,0.13899,0.31038,0.14969,0.01683,0.57260
paired_sensor_shift,deformable_sorting,force_torque_drift,0,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,1,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,2,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,3,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,4,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,5,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,6,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,7,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,8,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,force_torque_drift,9,0.58000,0.72946,0.62381,0.17169,0.45936,0.20412,0.01683,0.62168
paired_sensor_shift,deformable_sorting,depth_scale_holes,0,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,1,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,2,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,3,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,4,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,5,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,6,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,7,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,8,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,depth_scale_holes,9,0.58000,0.71166,0.50829,0.10628,0.31038,0.21773,0.02525,0.47444
paired_sensor_shift,deformable_sorting,language_grounding_noise,0,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,1,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,2,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,3,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,4,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,5,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,6,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,7,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,8,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,language_grounding_noise,9,0.58000,0.55154,0.41587,0.08993,0.17381,0.29938,0.18935,0.22904
paired_sensor_shift,deformable_sorting,temporal_desynchronization,0,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,1,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,2,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,3,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,4,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,5,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,6,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,7,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,8,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,temporal_desynchronization,9,0.58000,0.64050,0.69312,0.36791,0.32280,0.25855,0.04208,0.40900
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,0,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,1,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,2,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,3,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,4,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,5,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,6,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,7,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,8,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,deformable_sorting,compositional_multi_sensor,9,0.58000,0.78283,1.00000,0.26162,0.47178,0.34020,0.07153,0.50716
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,0,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,1,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,2,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,3,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,4,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,5,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,6,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,7,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,8,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,vision_dropout,9,0.58000,0.70867,0.25682,0.06992,0.25930,0.13608,0.01618,0.24540
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,0,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,1,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,2,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,3,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,4,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,5,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,6,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,7,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,8,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,tactile_deadzone,9,0.58000,0.64274,0.44943,0.13109,0.47284,0.16330,0.01295,0.29448
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,0,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,1,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,2,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,3,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,4,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,5,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,6,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,7,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,8,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,proprioceptive_bias,9,0.58000,0.62626,0.38523,0.14857,0.38132,0.14969,0.01295,0.57260
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,0,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,1,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,2,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,3,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,4,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,5,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,6,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,7,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,8,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,force_torque_drift,9,0.58000,0.67571,0.57784,0.18353,0.56436,0.20412,0.01295,0.62168
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,0,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,1,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,2,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,3,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,4,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,5,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,6,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,7,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,8,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,depth_scale_holes,9,0.58000,0.65923,0.47084,0.11361,0.38132,0.21773,0.01942,0.47444
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,0,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,1,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,2,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,3,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,4,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,5,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
paired_sensor_shift,mobile_manip_obstacle_avoidance,language_grounding_noise,6,0.58000,0.51090,0.38523,0.09613,0.21354,0.29938,0.14566,0.22904
